Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.334299.01.1;2013;EUROPEAN AVIATION SAFETY AGENCY*AGENCE EUROPEENNE DE LA SECURITE AERIENNE;yes;;OTTOPLATZ 1;KOLN;50679;Germany;0,00€;;Malawi;Operational;2.500.000,00€;Improvement of Aviation Safety Oversight in Malawi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.333707.01.1;2013;OXFAM GB LBG*;yes;GB348454238;JOHN SMITH DRIVE;OXFORD;OX4 2JY;United Kingdom;0,00€;;ACP Countries;Operational;2.499.878,00€;Improving sanitation and hygiene in urban and peri-urban Monrovia;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Grants
AID.CTR.331543.01.1;2013;STICHTING CARE NEDERLAND*;yes;NL802388504B01;PARKSTRAAT 21 4E ETAGE;DEN HAAG;2514 JD;Netherlands;0,00€;;Madagascar;Operational;2.474.392,50€;Fonds Régional de Développement Agricole (FRDA) de la région ANOSY;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.323747.01.1;2013;INSTITUTO MARQUES DE VALLE FLOR FUNDACAO*;yes;PT501066055;RUA DE SAO NICOLAU 105;LISBOA;1500 582;Portugal;0,00€;;Guinea-Bissau;Operational;2.461.193,00€;Programa integrado para a redução da mortalidade materna e infantil (PIMI): Componente de Reforço da Disponibilidade e Qualidade dos Cuidados de Saúde Materno-infantis;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.331545.02.1;2013;ASSOCIATION POUR LE DEVELOPPEMENT DU CITE*ADCITE;no;MG6401225;RUE SAMUEL RAHAMEFY;ANTANANARIVO;101;Madagascar;0,00€;;Madagascar;Administrative;2.421.003,31€;Projet LOVA : fonds régionalde développement agricole (FRDA) de la région ATSIMO ATSINANANA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
;;CATHOLIC RELIEF SERVICES UNITED STATES CONFERENCE OF CATHOLIC BISHOPSCORP*CRS USCCB;yes;;W FAYETTE STREET 209;BALTIMORE;21201 3443;United States;0,00€;;;;0,00€;;;;;
AID.CTR.315712.01.1;2013;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;0,00€;;Madagascar;Operational;2.398.500,00€;Assistance technique au Programme d'appui à la Société Civile de Madagascar;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.314608.01.1;2013;LANDELL MILLS LIMITED*;yes;GB501874068;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;0,00€;;Sudan;Operational;2.300.000,00€;Provision of Technical Assistance for the Effective and Efficient Management of the Rural Smallholders Component under the Sudan Food Security Programme (SFSP);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement (including provisional commitments)
AID.CTR.321974.01.1;2013;FIFANAMPIANA KRISTIANA HO AN'NY FAMPANDROSOANA ETO MADAGASIKARA ASSOCIATION*FIKRIFAMA FEDERATION CHRETIENNE POUR LE DEVELOPPEMENT;yes;MG4108653;AKANY RIANDRANO AMBOHIMANANJO ILAFY;ANTANANARIVO;103;Madagascar;0,00€;;Madagascar;Operational;2.239.380,00€;Eau Potable et Assainissement avec les Acteurs Locaux (EPAAL);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.335496.01.1;2013;DEPARTEMENT DU VAL DE MARNE*CONSEIL GENERAL DU VAL DE MARNE CG94;yes;;AV DU GENERAL DE GAULLE 21-29;CRETEIL;94000;France;0,00€;;Niger;Operational;2.200.000,00€;Mise en oeuvre de la stratégie hygiène et assainissement de la ville de Zinder;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Grants
AID.CTR.318436.01.1;2013;BMB MOTT MACDONALD BV*;yes;NL818784258B01;AMSTERDAMSEWEG 15;ARNHEM;6814 CM;Netherlands;0,00€;;Sudan;Operational;2.169.100,00€;Technical Assistance Services for Strengthening Health Services in the Republic of Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);;Public procurement (including provisional commitments)
AID.CTR.314721.01.1;2013;INTERNATIONAL PEACEBUILDING ALLIANCE (INTERPEACE) ASSOCIATION*;yes;;CHEMIN DE BALEXERT 7-9;CHATELAINE GENEVE;1219;Switzerland;0,00€;;Somalia;Operational;2.150.000,00€;Pillars of Peace – Phase II;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.322175.01.1;2013;MEDAIR UK LBG*;yes;;ALDERBROOK ROAD 67 TAYLORS YARD;LONDON;SW12 8AD;United Kingdom;0,00€;;Madagascar;Operational;2.106.000,00€;Rano Tsara II;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.316944.01.1;2013;COMMISSION ELECTORALE NATIONALE INDEPENDANTE*CENI;yes;;VILLA 4 KALOUM;CONAKRY;;Guinea;0,00€;;Guinea (Conakry);Operational;2.102.250,36€;Sécurisation de la révision du fichier électoral et acquisition des matériels électoraux par la CENI pour les élections législatives;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grants
AID.CTR.313279.01.1;2013;EUROPEAN CENTER FOR ELECTORAL SUPPORT/ CENTRE D'APPUI AUX PROCESSUS ELECTORAUX FONDATION*ECES CAPE;yes;BE0829998514;RUE DE DUBLIN 15;BRUXELLES;1050;Belgium;0,00€;;Madagascar;Operational;2.100.000,00€;PACTE (Projet d’Appui à la Crédibilité et à la Transparence des Elections à Madagascar;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.313586.01.1;2013;MALTESER HILFSDIENST EV*MALTESER INTERNATIONAL MHD;yes;;KALKER HAUPTSTRASSE 22-24;KOLN;51103;Germany;0,00€;;South Sudan;Operational;2.100.000,00€;Setting up and managing the Rumbek training school;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Grants
AID.CTR.318160.01.1;2013;UNITED NATIONS CHILDREN'S FUND*UNICEF LE FONDS DES NATIONS UNIES POURL'ENFANCE;yes;;UNITED NATIONS PLAZA 3;NEW YORK;10017;United States;0,00€;;Mauritania;Operational;2.073.211,00€;Amélioration durable des conditions de vie des populations les plus affectées par la crise alimentaire et nutritionnelle 2012 (phase de relèvement);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.334614.01.1;2013;CATHOLIC AGENCY FOR OVERSEAS DEVELOPMENT TRUST*CAFOD;yes;GB625880030;WESTMINSTER BRIDGE ROAD 55 ROMERO;LONDON;SE1 7JB;United Kingdom;0,00€;;ACP Countries;Operational;2.027.034,00€;Sanitation for success: urban and peri-urban comprehensive sanitation;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Grants
AID.CTR.316291.01.1;2013;AFRICAN DEVELOPMENT SOLUTIONS (ADESO) ASSOCIATION*;yes;;LENANA ROAD LENANA FLATS HOUSE 2;NAIROBI;00400;Kenya;0,00€;;Somalia;Operational;2.000.000,00€;Social Safety Net for poor and vulnerable households in northern regions of Somalia/ Somaliland – Phase II;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.317812.01.1;2013;INTERNATIONAL COMMISSION OF JURISTS ASSOCIATION*COMMISSION INTERNATIONALE DE JURISTES;yes;;RUE DES BAINS 33;GENEVE;1211;Switzerland;0,00€;;Zimbabwe;Operational;2.000.000,00€;Supporting Judicial Reforms to Guarantee Access to Justice and the Rule of Law;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grants
AID.CTR.326017.01.1;2013;CANDLELIGHT FOR HEALTH, EDUCATION AND ENVIRONMENT ASSOCIATION*CLHE;no;;SHA AB ROAD;HARGEISA;;Somalia;0,00€;;Somalia;Administrative;2.000.000,00€;'Iskufilnaasho' Towards Self Reliance II;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
;;STICHTING CARE NEDERLAND*;yes;NL802388504B01;PARKSTRAAT 21 4E ETAGE;DEN HAAG;2514 JD;Netherlands;0,00€;;;;0,00€;;;;;
AID.CTR.333266.01.1;2013;CENTRE DE COOPERATION INTERNATIONALE EN RECHERCHE AGRONOMIQUE POUR LEDEVELOPPEMENT - C.I.R.A.D. EPIC*;yes;FR84331596270;RUE SCHEFFER 42;PARIS;75016;France;0,00€;;Zimbabwe;Administrative;2.000.000,00€;Delivering Innovation and technology through the REinforcement of Agricultural and Multidisciplinary RESEARCH capacity for the benefits of small-scale farmers in TFCAs;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
;;THE BIO-HUB TRUST*BHT;no;;CORNER GLENARA SOUTH AND HILLSIDE;HARARE;;Zimbabwe;0,00€;;;;0,00€;;;;;
;;UNIVERSITY OF ZIMBABWE*UZ;no;;MOUNT PLEASANT;HARARE;0263;Zimbabwe;0,00€;;;;0,00€;;;;;
;;NATIONAL UNIVERSITY OF SCIENCE ANDTECHNOLOGY*N.U.S.T;no;;PO BOX AC 939 ASCOT;BULAWAYO;;Zimbabwe;0,00€;;;;0,00€;;;;;
AID.CTR.335023.01.1;2013;REPUBLICA DE MOCAMBIQUE*REPUBLIQUEDU MOZAMBIQUE REPUBLIC OF MOZAMBIQUE;yes;;-;-;;Mozambique;0,00€;;Mozambique;Operational;2.000.000,00€;Apoio ao Estado de Direito - Componente: Tribunal Supremo;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.336413.01.1;2013;UNITED NATIONS DEVELOPMENT PROGRAMME*UNDP PROGRAMME DES NATIONS UNIESPOUR LE DEVELOPPEMENT PNUD;yes;;UNITED NATIONS PLAZA 1;NEW YORK;10017;United States;0,00€;;Tanzania;Operational;2.000.000,00€;Support to Zanzibar Legal Sector Reform Program;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.318738.01.1;2013;AGROTEC SPA*;yes;IT00964281000;LUNGOTEVERE MICHELANGELO 9;ROMA;00192;Italy;0,00€;;Madagascar;Operational;1.999.280,00€;Suivi, coordination et appui à la mise en oeuvre du projet ASARA;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.331655.01.1;2013;ZIMBABWE FARMERS ALLIANCE TRUST*ZFAT;yes;;ADYLLIN ROAD 1 MARLBOROUGH;HARARE;;Zimbabwe;0,00€;;Zimbabwe;Operational;1.990.487,00€;Strengthening service delivery from Zimbabwe Farmers Union (ZFU) and Commercial Farmers Union (CFU) to farmers in Zimbabwe;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.323031.01.1;2013;LOUIS BERGER SAS*;yes;FR63302588801;RUE HENRI FARMAN 86;ISSY LES MOULINEAUX;92130;France;0,00€;;Central Africa Region (EDF 10);Operational;1.970.950,00€;Assistance technique long terme auprès de la Commission de la Communauté Economique et Monétaire d'Afrique Centrale (CEMAC) pour la mise en oeuvre du Programme d'Appui au Commerce et à l'Intégration Economique (PACIE);Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;External experts
AID.CTR.327050.01.1;2013;COMMUNAUTE ECONOMIQUE DES PAYS DESGRANDS LACS*CEPGL;yes;;.;RUBAVU;;Rwanda;0,00€;;ACP Countries;Operational;1.900.000,00€;Renforcement institutionnel du Secrétariat Exécutif Permanent de la CEPGL;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Grants
AID.CTR.323950.01.1;2013;UNITED NATIONS CHILDREN'S FUND*UNICEF LE FONDS DES NATIONS UNIES POURL'ENFANCE;yes;;UNITED NATIONS PLAZA 3;NEW YORK;10017;United States;0,00€;;Guinea-Bissau;Operational;1.791.980,00€;Contributing to the reduction of maternal, neonatal and child mortality in the Biombo, Cacheu, Oio and Farim health regions of Guinea Bissau;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.322284.01.1;2013;REPUBLICA DE MOCAMBIQUE*REPUBLIQUEDU MOZAMBIQUE REPUBLIC OF MOZAMBIQUE;yes;;-;-;;Mozambique;0,00€;;Mozambique;Operational;1.700.000,00€;Aperfeiçoar o Controlo das Contas Públicas;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
AID.CTR.329749.01.2;2013;REPUBLIQUE TOGOLAISE*TOGOLESE REPUBLIC;no;;-;-;;Togo;0,00€;;Togo;Operational;1.610.000,00€;Programme d'Appui Budgétaire aux Politiques Publiques (ABPP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Budget support
AID.CTR.327907.01.1;2013;AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPEMENT*FRANCEAGENCY FOR TECHNICAL COOPERATIONAND DEVELOPMENT;yes;;RUE GODOT DE MAUROY 33;PARIS;75009;France;0,00€;;Central African Republic;Operational;1.600.000,00€;ECHO/CAF/EDF/2013/01001 - Projet d'aide d'urgence aux habitants vulnérables de Bangui, suite aux exactions commises depuis mars 2013.;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);;Grants
AID.CTR.318154.01.1;2013;THE FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS*FAO ORGANISATION DES NATIONS UNIES POUR L'ALIENTATION ET L'AGRICULTURE;yes;;VIALE DELLE TERME DI CARACALLA;ROMA;00153;Italy;0,00€;;Mauritania;Operational;1.537.590,00€;Amélioration durable des conditions de vie des populations les plus affectées par la crise alimentaire et nutritionnelle 2012 (phase de relèvement);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);;Grants
AID.CTR.332485.01.1;2013;EAU ET ASSAINISSEMENT POUR L'AFRIQUE*EAA WATER AND SANITATION FOR AFRICA WSA;yes;BF00008589G;RUE NAABA KIIBA BOULSA 441;OUAGADOUGOU 03;3;Burkina Faso;0,00€;;Niger;Operational;1.517.858,13€;Projet d’Amélioration de l’assainissement de base des populations vulnérables des quartiers pauvres de 08 bidonvilles riveraines du fleuve Niger à Niamey (PAAB).;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Grants
AID.CTR.318953.01.1;2013;TRACTEBEL ENGINEERING SA*;yes;BE0412639681;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;Benin;Operational;1.512.040,00€;Technical Assistance to the Western African Power Pool, Benin;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Public procurement (including provisional commitments)
AID.CTR.316286.01.1;2013;ECOLE REGIONALE SUPERIEURE DE LA MAGISTRATURE DE L'ORGANISATION POUR L'HARMONISATION EN AFRIQUE DU DROITDES AFFAIRES OHADA*ERSUMA;yes;;PORTO NOVO 02 B P 353.;PORTO NOVO;02;Benin;0,00€;;Central Africa Region (EDF 10);Operational;1.499.999,06€;ERSUMA : Programme de formations des magistrats et auxilliaires de justice aux actes uniformes OHADA.;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);;Grants
AID.CTR.298809.01.1;2013;UNITED NATIONS OFFICE FOR PROJECT SERVICES*UNOPS BUREAU DES NATIONS UNIES POUR LES SERVICES D'APPUI AUX PROJETS;yes;;MARMORVEJ 51;KOBENHAVN;2100;Denmark;0,00€;;Somalia;Operational;1.499.998,00€;"Support to Health Services Delivery in Hargeisa
Group Hospital, Somalia";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.312945.01.1;2013;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;0,00€;;Congo (Democratic Republic of the);Operational;1.499.506,00€;Assistance technique pour la cellule de coordination du programme est RDC (Ucpec II);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.330945.01.1;2013;INNOVATION ENERGIE DEVELOPPEMENTSA*IED;yes;FR34345067581;CHEMIN DE LA CHAUDERAIE 2;FRANCHEVILLE;69340;France;0,00€;;ACP Countries;Operational;1.457.000,00€;Mission d'assistance technique pour le renforcement des capacités du Pool Energétique de l’Afrique Centrale (PEAC);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);;Public procurement (including provisional commitments)
AID.CTR.304027.01.1;2013;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;0,00€;;Sudan;Operational;1.415.680,00€;Provision of Technical Assistance for the Support of the implementation of Primary Education Retention Programme (PERP);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement (including provisional commitments)
AID.CTR.327395.01.1;2013;UNITED NATIONS CHILDREN'S FUND*UNICEF LE FONDS DES NATIONS UNIES POURL'ENFANCE;yes;;UNITED NATIONS PLAZA 3;NEW YORK;10017;United States;0,00€;;Sudan;Operational;1.380.000,00€;Darfur Basic Services Project (DBSP) in Sudan (education);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);;Grants
AID.CTR.327175.01.1;2013;UNITED NATIONS CHILDREN'S FUND*UNICEF LE FONDS DES NATIONS UNIES POURL'ENFANCE;yes;;UNITED NATIONS PLAZA 3;NEW YORK;10017;United States;0,00€;;Sudan;Operational;1.350.000,00€;Darfur Basic Services Project (DBSP) in Sudan (health);Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);;Grants
AID.CTR.334441.01.1;2013;ASSOCIATION INTERCOOPERATION MADAGASCAR*;no;;LOT II Y 50 S BIS F FORT DUCHESNE;ANTANANARIVO;101;Madagascar;0,00€;;Madagascar;Administrative;1.350.000,00€;Amélioration de l'environnement non financier des producteurs et de l'accès au servicex d appui àla production dans le district de Betroka;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Grants
;;MANAMBINA ASSOCIATION*;no;MG5000781966;AMBOHIMANDROSO BEKILY;BEKILY;607;Madagascar;0,00€;;;;0,00€;;;;;
;;ADVENTIST DEVELOPMENT AND RELIEF AGENCY INTERNATIONAL CORPORATION*ADRA;yes;;OLD COLUMBIA PIKE 12501;SILVER SPRING;20904;United States;0,00€;;;;0,00€;;;;;
