Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.310904.01.1;2012;STICHTING AFRICAN MEDICAL AND RESEARCH FOUNDATION NEDERLAND*ST AMREF NEDERLAND FLYING DOCTORS;yes;NL004531395B01;HAAGSE SCHOUWWEG 6G;LEIDEN;2332 KG;Netherlands;;;Uganda;Operational;;2.500.000,00 €;Basic Sanitation for Poor Peri-Urban and Urban Communities of Uganda;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.300858.01.1;2012;VITENS EVIDES INTERNATIONAL BV*VEI;yes;NL814387330B01;REACTORWEG 47;UTRECHT;3542 AD;Netherlands;;;Kenya;Operational;;2.499.262,00 €;Demonstrating and upscaling an innovative sanitation value chain for the (peri) urban low income areas in Nakuru County, Kenya;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.293199.01.1;2012;CENTRE POPULATION ET DEVELOPPEMENTUMR 196 PARIS DESCARTES -INED - IRD*CEPED;yes;;RUE JACOB 19;PARIS;75006;France;;;Niger;Operational;;2.469.612,00 €;Assistance technique long terme et ponctuelle dans le cadre de la mise en oeuvre des composantes relatives au développement du Système statistique national  (SSN) et à la réalisation du 4ème RGPH du PASTAGEP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.308506.01.1;2012;ANTEA FRANCE SAS*;yes;FR16393206735;BOULEVARD DUHAMEL DU MONCEAU 803;OLIVET;45160;France;;;Niger;Operational;;2.454.183,69 €;ANTEA FRANCE / Assistance technique PMAEPS III;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305543.01.1;2012;WORLD WIDE FUND FOR NATURE TANZANIA PROGRAMME OFFICE SOCIETY*WWF;yes;;REGENT ESTATE MIKOCHENI PLOT 350;DAR ES SALAAM;255;Tanzania;;;Tanzania;Operational;;2.405.679,00 €;Building effective long term fisheries co-management in five coastal districts in Tanzania, and promoting coast-wide learning on the same;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.232680.01.1;2012;GREEN RESOURCES MOCAMBIQUE SA*GRM;yes;MZ400165955;AVENIDA HO CHI MIN 594;MAPUTO;;Mozambique;;;Sub-Saharan Africa;Operational;;2.400.000,00 €;Sustainable Wood and Charcoal Production in Rural Mozambique, Malawi and Tanzania;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.300855.01.1;2012;WATERAID LBG*;yes;GB736179805;DURHAM STREET 47-49;LONDON;SE11 5JD;United Kingdom;;;Burkina Faso;Operational;;2.344.000,00 €;Assainissement durable dans les quartiers non lotis et périphériques de la commune de Ouagadougou au Burkina Faso;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.298778.01.1;2012;TERRE SOLIDALI ONLUS ASSOCIAZIONE*;yes;;PIAZZA TRE MARTIRI 6;NEBBIUNO;28010;Italy;;;Somalia;Operational;;2.337.700,00 €;Water Infrastructure and Management Support in Puntland;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.232482.02.1;2012;MADJI NA MWENDJE YA KOMOR*MA-MWE;yes;;QUARTIER VOLO VOLO;MORONI;;Comoros;;;Comoros;Operational;;2.283.000,00 €;Mise en place de six micro-réseaux éléctriques photovoltaïques en zone rurale de l’Ile de Mohéli, Comores;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.303965.01.1;2012;GRENADA* GRENADE;no;;-;-;;Grenada;;;Grenada;Operational;;2.200.000,00 €;General Budget Support 10th EDF;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.290587.01.1;2012;SAFERWORLD LBG*;yes;;CHARLES SQUARE 28 THE GRAYSTON;LONDON;N1 6HT;United Kingdom;;;Somalia;Operational;;2.150.000,00 €;Strengthening the participation of Somali Non-State Actors in decision-making on peace, security and development (phase 2): Towards sustainability;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.295716.01.1;2012;ADRA DEUTSCHLAND EV*;yes;;ROBERT BOSCH STRASSE 10;WEITERSTADT;64331;Germany;;;Somalia;Operational;;2.025.000,00 €;ELMIDOON ''''Seeking Knowledge'''' Sustainable Education in Mogadishu and Galmudug);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.288269.01.1;2012;APPAREL LESOTHO ALLIANCE TO FIGHT AIDS ASSOCIATION*ALAFA;yes;;CNR ORPEN ROAD AND PRINCESS;MASERU;100;Lesotho;;;Lesotho;Operational;;2.000.000,00 €;Providing HIV/AIDS and TB prevention and care & treatment programming to the workers in the textile/apparel industry of Lesotho;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.295722.01.1;2012;AFRICA EDUCATIONAL TRUST*AET A E T;yes;;HAND COURT 18;LONDON;WC1V 6JF;United Kingdom;;;Somalia;Operational;;2.000.000,00 €;Somali-wide Education Synergies (SWESS);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.302698.01.1;2012;ISLAMIC RELIEF WORLDWIDE*;yes;;19 REA STREET SOUTH;BIRMINGHAM;B5 6LB;United Kingdom;;;Kenya;Operational;;2.000.000,00 €;ECHO/-HF/EDF/2012/01002;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.32983.1;2012;UNIVERSITE DE YAOUNDE I*FACULTE DEMEDICINE ET DES SCIENCES BIOMEDICALES FMSB;no;CMM019300011516B;RUE DE MELEN;YAOUNDE;;Cameroon;;;;Operational;;1.999.225,00 €;INTRA-ACP ACADEMIC MOBILITY SCHEME CALL FOR PROPOSALS EACA/11/2012 - AFIMEGQ  AFRIQUE POUR L''INNOVATION, MOBILITE, ECHANGES, GLOBALISATION ET QUALITE;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.32826.1;2012;THE UNIVERSITY OF THE WEST INDIES*UWI;no;;MONA;KINGSTON;7;Jamaica;;;;Operational;;1.999.025,00 €;INTRA-ACP ACADEMIC MOBILITY SCHEME CALL FOR PROPOSALS EACA/11/2012 - CARPIMS II;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.32829.1;2012;UNIVERSITY OF CAPE TOWN*;no;ZA4540125707;PRIVATE BAG;RONDEBOSCH CAPE TOWN;7700;South Africa;;;;Operational;;1.999.000,00 €;INTRA-ACP ACADEMIC MOBILITY SCHEME CALL FOR PROPOSALS EACA/11/2012 - AFRICA REGIONAL INTERNATIONAL STAFF/STUDENT EXCHANGE : FOOD SECURITY AND SUSTAINABLE HUMAN WELLBEING (ARISE);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.32825.1;2012;SOKOINE UNIVERSITY OF AGRICULTURE*SUA;no;TZ101930777;.;MOROGORO;;Tanzania;;;;Operational;;1.993.925,00 €;INTRA-ACP ACADEMIC MOBILITY SCHEME CALL FOR PROPOSALS EACA/11/2012 - ENHANCING COMMUNITY OF PRACTICE IN ONE HEALTH FOR INFECTIOUS DISEASES THROUGH POSTGRADUATE TRAINING;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.32828.1;2012;MAKERERE UNIVESITY*MAK;yes;;MAKERERE HILL ROAD;KAMPALA;;Uganda;;;;Operational;;1.979.475,00 €;INTRA-ACP ACADEMIC MOBILITY SCHEME CALL FOR PROPOSALS EACA/11/2012 - SHARING CAPACITY TO BUILD CAPACITY FOR QUALITY GRADUATE TRAINING IN AGRICULTURE IN AFRICAN UNIVERSITIES;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.32833.1;2012;UNIVERSITE GASTON BERGER DE SAINT LOUIS*UGB;no;;SAINT LOUIS;SAINT LOUIS;;Senegal;;;;Operational;;1.927.925,00 €;INTRA-ACP ACADEMIC MOBILITY SCHEME CALL FOR PROPOSALS EACA/11/2012 - HARMONISATION ET AMÉLIORATION DES PROGRAMMES DE MASTER ET DE DOCTORAT EN AGRIBUSINESS PAR LA MOBILITÉ ENTRE L''AFRIQUE DE L''OUEST, DE L''EST ET DU CENTRE POUR UN DÉVELOPPEMENT SOCIO-ÉCONOMI;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.283253.01.1;2012;DELEGATION FONDATION AKWABA GROUPEDE SOLIDARITE - COTE D'IVOIRE ASSOCIATION*;yes;CI9900199N;HABITAT DE LA CAISSE ILOT 10;BOUAKE;01;Ivory coast;;;ACP Countries;Operational;;1.920.000,00 €;Electrification des communautés rurales avec des Micro-réseaux de Génération d''Energie Solaire Photovoltaïque Autogérés dans la Région de Zanzan (Côte d''Ivoire);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.304263.01.1;2012;COMMONWEALTH OF DOMINICA*COMMUNAUTEDE LA DOMINIQUE;no;;-;-;;Dominica;;;Dominica;Operational;;1.860.340,00 €;General Budget Support 10th EDF;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304979.01.1;2012;TANZANIA FOREST CONSERVATION GROUPSOCIETY*TFCG;yes;;OLD BAGAMOYO ROAD PLOT 323;DAR ES SALAAM;;Tanzania;;;Tanzania;Operational;;1.747.342,00 €;Adding Value to the Arc: Forests and Livelihoods in the South Nguru Mountains;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.299951.01.1;2012;APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL*AETS;yes;FR77409706520;AVENUE ANDRE MARIE AMPERE 17;LONS;64140;France;;;Ethiopia;Operational;;1.736.840,00 €;Technical assistance and training services in support to the Eastern Africa Power Pool (EAPP) headquartered in Addis Ababa, Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.300850.01.1;2012;AMREF-ITALIA ASSOCIAZIONE*AFRICAN MEDICAL AND RESEARCH FOUNDATION FONDAZIONE AFRICANA PER LA MEDICINA E LA RICERCA;yes;IT05471171008;VIA ALBERICO II 4;ROMA;00193;Italy;;;Ethiopia;Operational;;1.736.140,00 €;SANITATION DAILY: Hygiene & Sanitation Improvement Project;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.295512.01.1;2012;ASSOCIATION DES FEMMES JURISTES DECOTE D IVOIRE*AFJCI;yes;;RUE DU CHEMIN DE FER 1 A L OUEST;ABIDJAN;00250;Ivory coast;;;Ivory Coast;Operational;;1.700.000,00 €;Projet d''appui à l''amélioration de l''accès à la justice en Côte d''Ivoire(PALAJ);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.295416.01.1;2012;CHAMBRE DE COMMERCE D'INDUSTRIE ETD'ARTISANAT DU NIGER*CCIAN;yes;NE5529;PLACE DE LA CONCERTATION;NIAMEY;;Niger;;;Niger;Operational;;1.665.810,00 €;"Appui à la formalisation de l''économie et la gestion des PME ; promotion des services aux entreprises exportatrices";Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.285073.01.1;2012;OXFAM GB LBG*;yes;GB348454238;JOHN SMITH DRIVE;OXFORD;OX4 2JY;United Kingdom;;;ACP Countries;Operational;;1.638.214,00 €;Renforcement des capacités des associations féminines afin d''améliorer la couverture des besoins en assainissement dans les zones urbaines et péri-urbaines de N''Djaména;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.304797.01.1;2012;FOOD AND AGRICULTURAL RESEARCH MANAGEMENT LBG*FARM-AFRICA;yes;;FETTER LANE CLIFFORD S INN GROUND;LONDON;EC4A IBZ;United Kingdom;;;Tanzania;Operational;;1.609.917,00 €;Sustainable Nou Forest Ecosystem Management Project;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.300261.01.1;2012;GOPA-GESELLSCHAFT FUR ORGANISATIONPLANUNG UND AUSBILDUNG MBH*LIMITEDLIABILITY OF ORGANISATION, PLANNINGAND TRAINING GOPA CONSULTANTS;yes;DE126563585;HINDENBURGRING 18;BAD HOMBURG;61348;Germany;;;Ethiopia;Operational;;1.566.430,00 €;GOPA: Service Contract to Technical Assistance Unit for the Civil Socity Fund II in Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286088.01.1;2012;STICHTING SNV NEDERLANDSE ONTWIKKELINGSORGANISATIE*SNV NETHERLANDS DEVELOPMENT ORGANISATION;yes;NL007397100B01;DR KUYPERSTRAAT 3 5;DEN HAAG;2514 BA;Netherlands;;;Ethiopia;Operational;;1.526.246,00 €;Sustainable Sanitation Transformation in Peri-Urban and Urban Areas of Ethiopia.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.295507.01.1;2012;GIE POUR LE SERVICE COMMUN D'ENTRETIEN DES VOIES NAVIGABLES DE LA REPUBLIQUE DU CONGO ET DE LA REPUBLIQUECENTRAFRICAINE*GIE-SCEVN;yes;;BOULEVARD ALBERT 1ER;BRAZZAVILLE;;Congo;;;Central Africa Region (EDF 10);Operational;;1.500.000,00 €;Appui au Service Commun d''Entretien des Voies Navigables (SCEVN) pour le renforcement de ses capacités opérationnelles et le dragage du port de Bangui.;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Grant
AID.CTR.301835.01.1;2012;INTERNATIONAL RESCUE COMMITTEE UK*;yes;;GOWER STREET 11;LONDON;WC1E 6HB;United Kingdom;;;Ivory Coast;Operational;;1.500.000,00 €;ECHO/CIV/EDF/2012/01003;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.303074.01.1;2012;THE SAVE THE CHILDREN FUND LBG*;yes;;ST JOHN S LANE 1;LONDON;EC1M 4AR;United Kingdom;;;Kenya;Operational;;1.500.000,00 €;ECHO/-HF/EDF/2012/01003;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.306776.01.1;2012;ACTION CONTRE LA FAIM*ACF;yes;;RUE NIEPCE 4;PARIS;75014;France;;;Somalia;Operational;;1.500.000,00 €;ECHO/-HF/EDF/2012/01006 - Integrated Emergency Response to Drought and Conflict Affected Population in South-Central Somalia;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.307871.01.1;2012;ISTITUTO INTERNAZIONALE DI DIRITTOPER LO SVILUPPO (IDLI)*INTERNATIONAL DEVELOPMENT LAW ORGANIZATION IDLO;yes;;VIALE VATICANO 106;ROMA;00165;Italy;;;South Sudan;Operational;;1.500.000,00 €;Enhancing the Capacity of the Judiciary of South Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Grant
AID.CTR.307617.01.1;2012;KOMMUNALKREDIT PUBLIC CONSULTING GMBH*;yes;ATU57293011;TURKENSTRASSE 9;WIEN;1092;Austria;;;ACP Countries;Operational;;1.376.000,00 €;Study on engaging the private sector in development and extending the blending activities;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284702.01.1;2012;AGENCE D'AIDE A LA COOPERATION TECHNIQUE ET AU DEVELOPPEMENT*FRANCEAGENCY FOR TECHNICAL COOPERATIONAND DEVELOPMENT;yes;;RUE GODOT DE MAUROY 33;PARIS;75009;France;;;Ivory Coast;Operational;;1.350.088,00 €;Assainissement intégré et durable des ménages vulnérables et d''un groupe scolaire dans trois quartiers défavorisés (Koweit / commune de Yopougon, Sagbé et Kennedy-Clouetcha / commune d''Abobo) du district d''Abidjan;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.302454.01.1;2012;FONDAZIONE TERRE DES HOMMES ITALIAONLUS*;yes;IT97149300150;VIALE MONZA 57;MILANO;20127;Italy;;;Ivory Coast;Operational;;1.300.000,00 €;ECHO/CIV/EDF/2012/01004;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.301041.01.1;2012;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;FR20775672272;RUE DIDOT 98;PARIS;75014;France;;;Ivory Coast;Operational;;1.275.000,00 €;ECHO/CIV/EDF/2012/01002;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
