Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.245426.01.1;2010;REPUBLIQUE DU MALI*REPUBLIC OF MALI;no;;-;-;;Mali;;Mali;Operational;N.A.;3.000.000,00 €;Appui budgétaire du Programme d''Appui à la Mise en Oeuvre du Contrat Plan - Office du Niger (PAMOCP - ON);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259693.01.1;2010;UNITED NATIONS DEVELOPMENT PROGRAMME*UNDP PROGRAMME DES NATIONS UNIESPOUR LE DEVELOPPEMENT PNUD;yes;;UNITED NATIONS PLAZA 1;NEW YORK;10017;United States;;Central African Republic;Operational;18.07 %;2.900.000,00 €;Projet d''Appui au Cycle Electoral 2010-2011 de la République Centrafricaine;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.251448.01.1;2010;ASSOCIATION EAU VIVE*;yes;;RUE LEON LOISEAU 27;MONTREUIL;93100;France;;Burkina Faso;Operational;86.32 %;2.500.000,00 €;Amélioration de l?assainissement familial dans 12 Communes du Burkina Faso;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.252283.01.1;2010;PLAN INTERNATIONAL UK LIMITED BY GUARANTEE*;yes;;CRANWOOD STREET 5 7 FINSGATE;LONDON;EC1V 9LH;United Kingdom;;Burkina Faso;Operational;89.69 %;2.500.000,00 €;Projet d?Amélioration de l?Accès aux Services d?Assainissement Durable (PAASAD) dans les Provinces du Kouritenga et du Bam au Burkina Faso;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.254348.01.1;2010;TERRA NUOVA CENTRO PER IL VOLONTARIATO ONLUS*;yes;;VIA GRAN BRETAGNA 18;ROMA;00196;Italy;;Somalia;Operational;90 %;2.500.000,00 €;Somali Animal Health Services Project (SAHSP) Phase III - Animal Health Service Delivery for Sustainable Livestock Production and Trade;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.252961.01.1;2010;UNITED NATIONS DEVELOPMENT PROGRAMME*UNDP PROGRAMME DES NATIONS UNIESPOUR LE DEVELOPPEMENT PNUD;yes;;UNITED NATIONS PLAZA 1;NEW YORK;10017;United States;;Ivory Coast;Operational;100 %;2.326.371,00 €;Appui à la CEI pour la formation et la communication électorales;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.230446.01.1;2010;SGS CAMEROUN SA*SOCIETE GENERALE DE SURVEILLANCE SGS CAMEROUN SA;yes;;BOULEVARD DU GENERAL LECERC;DOUALA;1084;Cameroon;;Cameroon;Operational;N.A.;2.270.655,00 €;Mise en place d''un système de traçabilité du bois au Cameroun;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247833.01.1;2010;ASSOCIATION MEDECINS SANS FRONTIERES*(ARZTE OHNE GRENZEN) (MEDICI SENZA FRONTIERE);yes;;RUE DE LAUSANNE 78;GENEVE;;Switzerland;;Niger;Operational;60.36 %;2.210.000,00 €;ECHO/-WF/EDF/2010/01012-Assistance médico-nutritionnelle aux enfants de moins de 5 ans souffrant de malnutrition sévère et de pathologies associées et traitement du paludisme pendant la crise nutrionnelle et alimentaire 2010 dans la région de Zinder;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.244446.01.1;2010;TIERARZTE OHNE GRENZEN*;yes;;BUNTEWEG 2;HANNOVER;30559;Germany;;Somalia;Operational;90 %;2.000.000,00 €;Somali Pastoral Dairy Development Project Phase II (SPDDP II);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.248693.01.1;2010;UNITED NATIONS ORGANISATION*UNO ORGANISATION DES NATIONS UNIES ONU;yes;;FIRST AVENUE;NEW YORK;10017;United States;;Chad;Operational;14.09 %;2.000.000,00 €;Appui au DIS;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.250502.01.1;2010;GRAHAM CARR & CO*;yes;;GRAHAM CARR BLANTYRE;LILONGWE;1411;Malawi;;Somalia;Operational;90 %;2.000.000,00 €;Support to Sustainable Management of Rehabilitated Irrigation Schemes in Lower Shabelle;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.249346.01.1;2010;PROMAN SA*;yes;;RUE MICHEL HACK 68;BETTEMBOURG;3240;Luxembourg;;Chad;Operational;N.A.;1.804.440,00 €;Assistance Technique à la Cellule d''Appui et de Conseil Technique et Institutionnel à l''Ordonnateur National du FED;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245898.01.1;2010;THE SAVE THE CHILDREN FUND LBG*;yes;;ST JOHN S LANE 1;LONDON;EC1M 4AR;United Kingdom;;Niger;Operational;100 %;1.800.000,00 €;ECHO/-WF/EDF/2010/01004;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.246055.01.1;2010;THE FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS*FAO ORGANISATION DES NATIONS UNIES POUR L'ALIENTATION ET L'AGRICULTURE;yes;;VIALE DELLE TERME DI CARACALLA;ROMA;00153;Italy;;Somalia;Operational;80 %;1.800.000,00 €;Improvement and Use of Sustainable Plant Genetic Resources Programme, Phase II;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.251765.01.1;2010;DEUTSCHE WELTHUNGERHILFE EV*GERMANAGRO ACTION;yes;;FRIEDRICH EBERT STRASSE 1;BONN;53173;Germany;;Burkina Faso;Operational;90 %;1.790.327,04 €;Amélioration Durable des Conditions d?accès à l?Assainissement et à la Gestion des Eaux Usées et Excréta dans la région des Hauts ? Bassins du Burkina Faso.;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.251875.01.1;2010;ASSOCIAZIONE INTERNAZIONALE VOLONTARI LAICI*LAY VOLUNTEERS INTERNATIONAL ASSOCIATION;yes;;CORSO IV NOVEMBRE 28;CUNEO;12100;Italy;;Burkina Faso;Operational;89.89 %;1.750.000,00 €;Appui à l?assainissement familial en milieu rural et au renforcement des capacités des collectivités locales pour une gestion durable du secteur « eau et assainissement » dans les Régions du Plateau Central et du Centre-Ouest du Burkina Faso.;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.233905.01.1;2010;DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH*;no;;DAG HAMMARSKJOLD WEG 1-5;ESCHBORN;65760;Germany;;Senegal;Operational;N.A.;1.500.000,00 €;Convention de Délégation GTZ-DUE ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230932.01.1;2010;ASSOCIATION MEDECINS SANS FRONTIERES*FRANCE;yes;;RUE SAINT-SABIN 8;PARIS;75011;France;;Mali;Operational;74.85 %;1.450.000,00 €;ECHO/-WF/EDF/2009/01002;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.246261.01.1;2010;HELP - HILFE ZUR SELBSTHILFE EV*;yes;;REUTERSTRASSE 39;BONN;53115;Germany;;Niger;Operational;100 %;1.428.548,00 €;ECHO/-WF/EDF/2010/01008 - Acute malnutrition care in the Health centers of the Health District of Tera, Tillaberi and Mayahi, Niger;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.254684.01.1;2010;MALO SA OLOTU TUTO ATASI O SAMOA*ETAT INDEPENDANT DES SAMOA INDEPENDENT STATE OF SAMOA;no;;-;-;;Samoa;;Western Samoa;Operational;N.A.;1.415.000,00 €;Water and Sanitation Sector Budget Support - Top-up B-envelope and FLEX following 2009 tsunami;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248573.01.1;2010;MEDICAL EMERGENCY RELIEF INTERNATIONAL CHARITABLE TRUST*MERLIN;yes;;OLD STREET 207 12TH FLOOR;LONDON;EC1V 9NR;United Kingdom;;Liberia;Operational;100 %;1.300.000,00 €;ECHO/LBR/EDF/2010/01002;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.234277.01.1;2010;INTERNATIONAL PEACEBUILDING ALLIANCE (INTERPEACE) ASSOCIATION*;yes;;CHEMIN DE BALAXERT 7-9;CHATELAINE GENEVA;1219;Switzerland;;Somalia;Operational;42.18 %;1.250.000,00 €;Somali Democratization Process _ Phase III Somaliland Voter List Display Process Component;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.236115.01.1;2010;INTERNATIONAL PEACEBUILDING ALLIANCE (INTERPEACE) ASSOCIATION*;yes;;CHEMIN DE BALAXERT 7-9;CHATELAINE GENEVA;1219;Switzerland;;Somalia;Operational;63.68 %;1.250.000,00 €;Somalia Democratisation Process ? Phase III ?Additional Support to the Somaliland Presidential Elections Component;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.256826.01.1;2010;UNITED NATIONS DEVELOPMENT PROGRAMME*UNDP PROGRAMME DES NATIONS UNIESPOUR LE DEVELOPPEMENT PNUD;yes;;UNITED NATIONS PLAZA 1;NEW YORK;10017;United States;;Comoros;Operational;28.83 %;1.250.000,00 €;Appui à l''organisation des élections du Président de l''Union et des Gouverneurs des Iles en Union des Comores;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.245870.01.1;2010;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;;RUE DIDOT 98;PARIS 14;75694;France;;Niger;Operational;100 %;1.094.563,00 €;ECHO/-WF/EDF/2010/01001;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.247846.01.1;2010;FUNDACION INTERMON OXFAM*ESPAGNE;yes;;CALLE ROGER DE LLURIA 15;BARCELONA;08010;Spain;;Chad;Operational;69.18 %;1.065.720,00 €;ECHO/-WF/EDF/2010/01013 - Soutien aux moyens d''existence des ménages à risque ou touchés par la malnutrition et l''insécurité alimentaire au Tchad;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.238479.01.1;2010;KENYATTA UNIVERSITY*KU;yes;;THIKA ROAD;NAIROBI;00100;Kenya;;Somalia;Operational;87.01 %;1.000.000,00 €;Somali Higher Education Networking (SHERNET);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.242796.01.1;2010;COMITATO EUROPEO PER LA FORMAZIONEE L'AGRICOLTURA ONLUS ASSOCIAZIONE*EUROPEAN COMMITTEE FOR TRAINING AND AGRICULTURE;yes;;VIA LAME 118;BOLOGNA;40122;Italy;;Somalia;Operational;90 %;1.000.000,00 €;Consolidation of the Puntland Oasis Development Programme;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.245857.01.1;2010;ASBL MEDECINS SANS FRONTIERES*VZW ARTSEN ZONDER GRENZEN;yes;;RUE DUPRE 94;BRUXELLES;1090;Belgium;;Malawi;Operational;55.77 %;1.000.000,00 €;ECHO/MWI/EDF/2010/01001;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.249692.01.1;2010;THE SAVE THE CHILDREN FUND LBG*;yes;;ST JOHN S LANE 1;LONDON;EC1M 4AR;United Kingdom;;West Africa Region;Operational;69.28 %;1.000.000,00 €;ECHO/-WF/EDF/2010/01015;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.255945.01.1;2010;KREDITANSTALT FUR WIEDERAUFBAU*;no;;PALMENGARTEN STRASSE 5-9;FRANKFURT AM MAIN;60325;Germany;;ACP Countries;Operational;90 %;1.000.000,00 €;REGMIFA;Directorate-General for Development and Cooperation ? EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259791.01.1;2010;REPUBLIKA Y U RWANDA*REPUBLIQUE RWANDAISE REPUBLIC OF RWANDA;no;;-;-;;Rwanda;;Rwanda;Operational;N.A.;1.000.000,00 €;Earthquake tranche final  payment;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.246435.01.1;2010;THE MINES ADVISORY GROUP LBG*MAG;yes;;SACKVILLE STREET 68;MANCHESTER;M1 3NJ;United Kingdom;;Congo (Democratic Republic of the);Operational;100 %;975.000,00 €;ECHO/-CF/EDF/2010/01004 - Integrated emergency response for vulnerable communities affected by conflict, Democratic Republic of Congo;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.246472.01.1;2010;ASSOCIATION PREMIERE URGENCE*;yes;;RUE GEORGES 9 BIS;LA GARENNE COLOMBES;92250;France;;Congo (Democratic Republic of the);Operational;100 %;975.000,00 €;ECHO/-CF/EDF/2010/01005 - Préparer et accompagner le retour des déplacés et réfugiés dans la ZS Bokonzi, République Démocratique du Congo;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.246203.01.1;2010;FUNDACION ACCION CONTRA EL HAMBRE*ACTION CONTRE LA FAIM-ESPAGNE;yes;;CALLE CARACAS 6-1;MADRID;28010;Spain;;Niger;Operational;100 %;800.000,00 €;ECHO/-WF/EDF/2010/01007 - Participation au plan de soutien national par un appui au district sanitaire et à la lutte contre la vulnérabilité nutrionnelle dans le département de Gouré - Niger;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.245735.01.1;2010;RESOURCES AND LOGISTICS SARL*;yes;;RUE PIERRE HARET 2;PARIS 09;75009;France;;ACP Countries;Operational;N.A.;749.925,00 €;Evaluation of Detailed Proposals of the Energy Facility ;Directorate-General for Development and Cooperation ? EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259775.01.1;2010;THE MINES ADVISORY GROUP LBG*MAG;yes;;SACKVILLE STREET 68;MANCHESTER;M1 3NJ;United Kingdom;;Congo (Brazzaville);Operational;100 %;724.412,00 €;Projet de dépollution en matière explosive du site de la Poudrière de Maya-Maya à Brazzaville ;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Grant
AID.CTR.233272.01.1;2010;CONVENTION DE LA SOCIETE CIVILE IVOIRIENNE*CSCI;yes;;RUE DES JARDINS VILLA 19;ABIDJAN;06;Ivory coast;;Ivory Coast;Operational;97 %;705.996,59 €;Observation du processus électoral;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.251621.01.1;2010;ASSOCIATION MEDECINS SANS FRONTIERES*(ARZTE OHNE GRENZEN) (MEDICI SENZA FRONTIERE);yes;;RUE DE LAUSANNE 78;GENEVE;;Switzerland;;Chad;Operational;26.38 %;700.000,00 €;ECHO/-WF/EDF/2010/01017;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.252877.01.1;2010;STICHTING ARTSEN ZONDER GRENZEN*MEDECINS SANS FRONTIERES NEDERLAND;yes;;PLANTAGE MIDDENLAAN 14;AMSTERDAM;1018 DD;Netherlands;;West Africa Region;Operational;82.33 %;700.000,00 €;ECHO/-WF/EDF/2010/01018;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
AID.CTR.254137.01.1;2010;RED BARNET*;yes;;ROSENORNS ALLE 12;KOBENHAVN V;1634;Denmark;;Somalia;Operational;90 %;700.000,00 €;Vocational Education and Training for Accelerated Promotion of Employment (VETAPE), Expansion of the Action (use of contingencies);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.245938.01.1;2010;ASSOCIAZIONE COOPERAZIONE INTERNAZIONALE*;yes;;VIA DE LEMENE 50;MILANO;20151;Italy;;Central African Republic;Operational;100 %;698.748,00 €;ECHO/-CF/EDF/2010/01001;Directorate-General for Development and Cooperation ? EuropeAid;B Envelope - Non-programmable aid - Echo (02.10.21.20);European Development Fund (10th EDF);Grant
