Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.267315.01.1;2011;GOAL LBG*;yes;;CUMBERLAND STREET 12-13;DUN LAOGHAIRE;;Ireland;;ACP Countries;Operational;74.95 %;2.500.000,00 €;Contributing to the achievement of Water and Sanitation Access Millennium Development Goal’s targets in rural vulnerable communities of SNNP and Oromiya Region, Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.267324.01.1;2011;CARE INTERNATIONAL UK LBG*CIUK;yes;GB907942307;ALBERT EMBANKMENT 89 VAUXHALL;LONDON;SE1 7TP;United Kingdom;;ACP Countries;Operational;75 %;2.500.000,00 €;Libo-kemkem, Ebinet, Gaint and Simada (LEGAS) WASH Promotion Project;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.265577.01.1;2011;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;FR20775672272;RUE DIDOT 98;PARIS 14;75694;France;;ACP Countries;Operational;75 %;2.499.865,34 €;Amélioration de l''accès à l''eau potable et à l''assainissement de base, ainsi que des pratiques d''hygiène pour les populations de la sous préfecture de Bambari, préfecture de la Ouaka, République Centrafricaine. ;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.277238.01.1;2011;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;FR20775672272;RUE DIDOT 98;PARIS 14;75694;France;;ACP Countries;Operational;75 %;2.499.187,00 €;Amélioration de l’accès à l’eau potable et à l’assainissement de base, ainsi que des pratiques d’hygiène pour les populations du Plateau Batéké;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244824.01.1;2011;PRACTICAL ACTION LBG*;yes;GB880992476;BOURTON HALL THE SCHUMACHER;RUGBY;CV23 9QZ;United Kingdom;;ACP Countries;Operational;75 %;2.494.253,00 €;Community Led Approaches Complimenting Sustainable Service Delivery for WASH Actions in Gwanda and Mwenezi Districts of Zimbabwe;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.267092.01.1;2011;STICHTING SNV NEDERLANDSE ONTWIKKELINGSORGANISATIE*SNV NETHERLANDS DEVELOPMENT ORGANISATION;yes;NL007397100B01;DR KUYPERSTRAAT 3 5;DEN HAAG;2514 BA;Netherlands;;ACP Countries;Operational;75 %;2.490.240,00 €;Projet Intercommunal pour l''accès à l''eau potable et aux systèmes améliorés d''hygiène et d''assainissement dans les collines.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.243666.01.1;2011;DANSK RODE KORS*DANISH RED CROSS DRC;yes;DK20700211;BLEGDAMSVEJ 27;KOBENHAVN O;2100;Denmark;;Kenya;Operational;75 %;2.487.677,00 €;The Isiolo Water, Sanitation and Hygiene Community Project for Drought-Prone Arid and Semi-Arid Lands;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.268301.01.1;2011;COMMUNE  RURALE DE BAHAM*;yes;;MAIRIE DE BAHAM;BAHAM;;Cameroon;;ACP Countries;Operational;73.97 %;2.475.475,00 €;Développement de l''electrification rurale dans les Hauts-Plateaux (DER Hauts-Plateaux);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.265296.01.1;2011;GROUPE DE RECHERCHE ET DE REALISATION POUR LE DEVELOPPEMENT RURAL DANSLE TIERS MONDE*GRDR;yes;;RUE MARCEAU 66 72;MONTREUIL;93558;France;;All Countries;Operational;75 %;2.467.653,00 €;Projet eau et assainissement Gorgol, Guidimakha - PEAGG;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.232060.01.1;2011;DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH*;yes;DE113891176;DAG HAMMARSKJOLD WEG 1-5;ESCHBORN;65760;Germany;;West Africa Region;Operational;71.01 %;2.450.000,00 €;"Programme pour l''Energie de Cuisson Economique pour 
l’Afrique de l’Ouest”  – ProCEAO";Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244579.01.1;2011;STICHTING CARE NEDERLAND*;yes;NL802388504B01;JUFFROUW IDASTRAAT 11;DEN HAAG;2513 BE;Netherlands;;Somalia;Operational;71.9 %;2.444.603,00 €;Basic and Sustainable WASH for the MDGs - Puntland State, Somalia;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.268336.01.1;2011;ADDIS ABABA UNIVERSITY*AAU;yes;;ADDIS ABABA UNIVERSITY;ADDIS ABABA;;Ethiopia;;ACP Countries;Operational;75 %;2.444.158,00 €;Integrated Approach to Meet Rural Household Energy Needs of Ethiopia;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.265020.01.1;2011;CARE FRANCE ASSOCIATION*;yes;;RUE ARCHEREAU 71;PARIS;75019;France;;Benin;Operational;75 %;2.437.278,00 €;ACCES (CARE France);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.273991.01.1;2011;COMMUNE RURALE DE SAFO*;yes;;CR SAFO MADAROUNFA MARADI;SAFO MARADI;4000;Niger;;ACP Countries;Operational;75 %;2.400.000,00 €;Programme d''accès aux services énergétiques. Commune rurale SAFO;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.231611.01.1;2011;SELF-EMPLOYED NATURAL PERSON;yes;*****;*****;*****;*****;Mauritania;;Mauritania;Operational;73.81 %;2.389.361,00 €;Mise en œuvre d’infrastructures de production électrique solaires pour des localités rurales isolées de Mauritanie et mise en place de gestionnaires locaux;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.262082.01.1;2011;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;FR20775672272;RUE DIDOT 98;PARIS 14;75694;France;;Chad;Operational;75 %;2.383.025,46 €;Amélioration de l''accès à l''eau potable et à l''assainissement de base, ainsi que les principes d''hygiène pour les populations rurales des Régions du Logone occidental et du Mandoul (Tchad);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.264345.01.1;2011;FONDATION 2IE ASSOCIATION*INSTITUTINTERNATIONAL D INGENIERIE DE L EAU ET DE L ENVIRONNEMENT;yes;;RUE DE LA SCIENCE 1;OUAGADOUGOU;01;Burkina Faso;;Reserve / Not allocated by region;Operational;70.1 %;2.377.654,00 €;Production durable d’électricité aux services des populations rurales et périurbaines  en Afrique: développement du concept « flexy-energy »;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.267189.01.1;2011;DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH*;yes;DE113891176;DAG HAMMARSKJOLD WEG 1-5;ESCHBORN;65760;Germany;;Senegal;Operational;60 %;2.370.000,00 €;Projet d''accès aux services électriques des localités de petites tailles de la Région de Sédhiou (PASES) - Sénégal;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.245030.01.1;2011;UNITED NATIONS CHILDREN'S FUND*UNICEF LE FONDS DES NATIONS UNIES POURL'ENFANCE;yes;;UNITED NATIONS PLAZA 3;NEW YORK;10017;United States;;Guinea-Bissau;Operational;75 %;2.340.467,00 €;Improving access to safe drinking water, adequate sanitation and hygiene practices in rural areas of Guinea Bissau;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.243663.01.1;2011;OXFAM GB LBG*;yes;GB348454238;JOHN SMITH DRIVE;OXFORD;OX4 2JY;United Kingdom;;Kenya;Operational;71 %;2.311.355,00 €;Turkana Millenium Development Goals WASH programme;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.273689.01.1;2011;DANSK RODE KORS*DANISH RED CROSS DRC;yes;DK20700211;BLEGDAMSVEJ 27;KOBENHAVN O;2100;Denmark;;ACP Countries;Operational;75 %;2.146.055,69 €;Mobilisation communautaire pour l’eau, l’assainissement, et l’hygiène dans les communes de Dougabougou, Markala, Sansanding, Diedougou et Fatine'''';Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.278587.01.1;2011;CROIX ROUGE FRANCAISE ASSOCIATION*;yes;FR20775672272;RUE DIDOT 98;PARIS 14;75694;France;;ACP Countries;Operational;75 %;2.108.452,76 €;Amélioration de l''accès à l''eau potable et à l''assainissement de base, ainsi que des pratiques d''hygiène pour les populations des départements de Tanout et Magaria, région de Zinder, Niger;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.245029.01.1;2011;WATERAID LBG*;yes;GB736179805;DURHAM STREET 47-49;LONDON;SE11 5JD;United Kingdom;;Mozambique;Operational;75 %;2.080.951,00 €;Kubasisa Muganga: water, sanitation and hygiene in peri-urban areas, Maputo, Mozambique;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.245247.01.1;2011;PLAN INTERNATIONAL UK LIMITED BY GUARANTEE*;yes;GB985617372;CRANWOOD STREET 5 7 FINSGATE;LONDON;EC1V 9LH;United Kingdom;;ACP Countries;Operational;75 %;2.078.167,00 €;Promotion des droits de l’enfant à l’eau potable et à la sante environnementale dans la Préfecture de Blitta au Togo;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.262551.01.1;2011;WATERAID LBG*;yes;GB736179805;DURHAM STREET 47-49;LONDON;SE11 5JD;United Kingdom;;ACP Countries;Operational;75 %;2.058.237,00 €;Equitable and sustainable access to safe water improved sanitation and hygiene for poor communities in post - conflict areas of Uganda .;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.259818.01.1;2011;CONCERN WORLDWIDE*;yes;IE0086788H;LOWER CAMDEN STREET 54;DUBLIN 2;;Ireland;;ACP Countries;Operational;75 %;2.036.167,86 €;Sustainable water, sanitation and hygiene promotion in rural Tanzania;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.265300.01.1;2011;GROUPE DE RECHERCHE ET D'ECHANGES TECHNOLOGIQUES*GRET;yes;FR04309123057;AVENUE DE LA BELLE GABRIELLE 45BIS;NOGENT SUR MARNE;94130;France;;All Countries;Operational;75 %;2.003.798,00 €;Programme AICHA : Appui aux Initiatives des Communes en Hydraulique et Assainissement;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.266299.01.1;2011;KONGERIGET DANMARKROYAUME DU DANEMARKKINGDOM OF DENMARK;no;;-;-;;Denmark;;Uganda;Operational;N.A.;2.000.000,00 €;Trade related SPS & quality management system support prog. contribution to the Danida Led agribusiness initiative;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.30313.1;2011;THE UNIVERSITY OF THE WEST INDIES*UWI;yes;;MONA;KINGSTON;7;Jamaica;;;Operational;lump sum and/or flat rate;1.998.900,00 €;FINANCING DECISION REG/FED/2010/021-817 AND DCI-AFS/022-104;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.260271.01.1;2011;ISTITUTO OIKOS ONLUS ASSOCIAZIONE*;yes;IT02503750123;VIA MAGATTI 2;VARESE;21100;Italy;;Tanzania;Operational;70 %;1.994.412,03 €;Improving water and sanitation access and hygiene standards to achieve MDG in Arusha Region, Tanzania;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244238.01.1;2011;FEDERATION INTERNATIONALE DES SOCIETES DE LA CROIX-ROUGE ET DU CROISSANT ROUGE*INTERNATIONAL FEDERATION OF RED CROSS AND RED CRESCENT;yes;;CHEMIN DES CRETS 17;GENEVE 19;1211;Switzerland;;Zimbabwe;Operational;75 %;1.981.500,00 €;Chivi Water, Sanitation and Hygiene Project - CHIWASH;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244822.01.1;2011;ACTION CONTRE LA FAIM*ACF;yes;;RUE NIEPCE 4;PARIS;75014;France;;Zimbabwe;Operational;75 %;1.981.500,00 €;Sanitation, Water & Hygiene in Rural areas of Zimbabwe: An Empowering & Sustainable Approach for the Millennium Development Goals;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244315.01.1;2011;STICHTING OXFAM NOVIB*;yes;NL002872237B01;MAURITSKADE 9;DEN HAAG;2514 HD;Netherlands;;ACP Countries;Operational;75 %;1.965.599,00 €;Self-reliance in community Water supply, Sanitation and Hygiene in Zimbabwe’s drylands;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.30295.1;2011;FONDATION 2IE ASSOCIATION*INSTITUTINTERNATIONAL D INGENIERIE DE L EAU ET DE L ENVIRONNEMENT;yes;;RUE DE LA SCIENCE 1;OUAGADOUGOU;01;Burkina Faso;;;Operational;lump sum and/or flat rate;1.948.400,00 €;FINANCING DECISION C(2010)7243 - PE/2010/6752;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.263878.01.1;2011;ASSOCIATION EAU VIVE*;yes;;RUE LEON LOISEAU 27;MONTREUIL;93100;France;;ACP Countries;Operational;74.28 %;1.930.000,00 €;Amélioration des services d’eau potable et d’assainissement dans les communes de Aribinda, Gorgadji, Mansila, Markoye, Seytenga et Titabé.;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.245476.01.1;2011;UNITED NATIONS CHILDREN'S FUND*UNICEF LE FONDS DES NATIONS UNIES POURL'ENFANCE;yes;;UNITED NATIONS PLAZA 3;NEW YORK;10017;United States;;Solomon Islands;Operational;75 %;1.927.565,00 €;Building Human Development: Improving WASH in Solomon Islands;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.260719.01.1;2011;DEUTSCHES ROTES KREUZ EV*DRK GERMAN RED CROSS;yes;DE122123471;CARSTENNSTRASSE 58;BERLIN;12205;Germany;;Togo;Operational;75 %;1.918.723,00 €;Appui à la promotion des bonnes pratiques pour la gestion de l’eau, l’hygiène et l’assainissement en milieu rural dans la région Maritime au Togo ;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.265031.01.1;2011;EMMAUS INTERNATIONAL ASSOCIATION*EI;yes;;AVENUE DE LA RESISTANCE 47;MONTREUIL SOUS BOIS;93100;France;;Benin;Operational;37.91 %;1.882.036,00 €;CSEN (Emmaus Int.);Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.244556.01.1;2011;FONDATION CARITAS LUXEMBOURG*;yes;;RUE MICHEL WELTER 29;LUXEMBOURG;2730;Luxembourg;;Somalia;Operational;75 %;1.875.000,00 €;Water, Sanitation and Hygiene in North West Somalia;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
AID.CTR.266256.01.1;2011;YAP STATE PUBLIC SERVICE CORPORATION*YSPSC;yes;;POWERPLANT ROAD 1;COLONIA YAP;96943;Micronesia;;ACP Countries;Operational;75 %;1.875.000,00 €;Increasing access to modern, affordable and sustainable electricity services for the remote islands of Yap, FSM;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Grant
