Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
D45.B1313.003591.2;2013;ECLIPSE FILM GMBH*;yes;DE272560438;PAPPENHEIMSTRASSE 3;MUNCHEN;80335;Germany;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1301DI010004DE | ECLIPSE FILM GmbH | ÄTA SOVA DÖ;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004494.2;2013;FLINS Y PINICULAS SL*F Y P;yes;ESB82681792;CALLE JOSE ANTONIO 25;BOADILLA DEL MONTE;28660;Spain;0,00€;;;Operational;12.000,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072007ES3083 | FLINS Y PINICULAS  S.L. | RITTER ROST;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004676.2;2013;KARMA FILMS SL*;yes;ESB83581132;CALLE SUIZA 102;MADRID;28022;Spain;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010048ES | KARMA FILMS, SL | SHIRLEY: VISIONS OF REALITY;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004705.1;2013;ZED ZOOETHNOLOGICAL DOCUMENTARIES SAS*;yes;FR85402018238;RUE DES PRAIRIES 39;PARIS;75020;France;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010055FR | ZED  ZOOETHNOLOGICAL DOCUMENTARIES SAS | W IMIE...;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004763.1;2013;EYEMOON PICTURES SRL*;yes;IT11985531000;PIAZZA MANFREDO FANTI 22;ROMA;00185;Italy;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010051IT | EYEMOON PICTURES SRL | THE CONGRESS;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004765.2;2013;BODEGA FILMS SARL*;yes;FR80440359685;PASSAGE DE LA BOULE BLANCHE 9;PARIS;75012;France;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010047FR | BODEGA FILMS SARL | SALVO;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004841.1;2013;PRAESENS - FILM AG*;yes;CH295306;MUNCHHALDENSTRASSE 10;ZURICH;8008;Switzerland;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010049CH | PRAESENS FILM AG | SUR LE CHEMIN DE L'ECOLE;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004867.1;2013;HEIMILI KVIKMYNDANNA SES*;yes;IS105949;HVERFISGOTU 54;REYKJAVIK;101;Iceland;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010C24IS | HEIMILI KVIKMYNDANNA SES | 1302DI01 Package of films No. 24;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.004881.1;2013;35 MM SRO*;yes;CZ27161021;JIZERSKA 1881;RICANY;251 01;Czech Republic;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010C09CZ | 35 MM SRO | 1302DI01 Package of films No. 9;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.005012.1;2013;PRAESENS - FILM AG*;yes;CH295306;MUNCHHALDENSTRASSE 10;ZURICH;8008;Switzerland;0,00€;;;Operational;12.000,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072002CH3328 | PRAESENS FILM AG | SUR LE CHEMIN DE L'ECOLE;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
D45.B1313.005047.1;2013;WILD BUNCH BENELUX DISTRIBUTION BV*;yes;NL819760444B01;WILLEMSSTRAAT 24B;AMSTERDAM;1015 JD;Netherlands;0,00€;;;Operational;12.000,00€;SOUTIEN SELECTIF A LA DISTRIBUTION : 1302DI010038NL | WILD BUNCH BENELUX DISTRIBUTION BV | NYMPHOMANIAC;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.646083.1;2013;GISPEN SA*BURODEP-GISPEN;no;BE0437861166;CHAUSSEE DE WAVRE 1509;BRUXELLES;1160;Belgium;4.819,93€;;;Operational;12.000,00€;Achat de mobilier;Office for Infrastructure and Logistics in Brussels;Office for the Administration and Payment of Individual Entitlements (26.01.21);26 Commission's administration;Provisional commitment followed by payment
;;OVERTOOM INTERNATIONAL BELGIUM NV*;no;BE0414642831;INDUSTRIELAAN 30;TERNAT;1740;Belgium;2.715,00€;;;;0,00€;;;;;
;;KAISER EN KRAFT NV*;no;BE0414348960;EMIEL MOMMAERTSLAAN 20;DIEGEM;1831;Belgium;774,00€;;;;0,00€;;;;;
;;MANUTAN SA*;no;BE0414595123;INDUSTRIELAAN 30;TERNAT;1740;Belgium;1.001,70€;;;;0,00€;;;;;
;;SCHLEIPER SA*;no;BE0400442526;RUE DE L ETANG 63-65;BRUXELLES;1040;Belgium;1.968,57€;;;;0,00€;;;;;
;;DISTRIPLEX BVBA*;no;BE0456969374;HENRI FARMANSTRAAT 40;GENT;9000;Belgium;217,00€;;;;0,00€;;;;;
SI2.648943.1;2013;EESTI VABARIIK*REPUBLIQUE D ESTONIEREPUBLIC OF ESTONIA;yes;;-;-;;Estonia;0,00€;;;Operational;12.000,00€;TAL - EUROPE DIRECT INFOPOINT IN HIIU 2013;Directorate-General for Communication;Information outlets (16.03.01);16 Communication;Grants
SI2.648945.1;2013;EESTI VABARIIK*REPUBLIQUE D ESTONIEREPUBLIC OF ESTONIA;yes;;-;-;;Estonia;0,00€;;;Operational;12.000,00€;TAL - EUROPE DIRECT INFOPOINT IN VILJANDI 2013;Directorate-General for Communication;Information outlets (16.03.01);16 Communication;Grants
SI2.649183.1;2013;KNIHOVNA KROMERIZSKA - PRISPEVKOVAORGANIZACE*KNIHKM;yes;CZ00091120;SLOVANSKE NAM 3920;KROMERIZ;76701;Czech Republic;12.000,00€;;;Operational;12.000,00€;PRA - EUROPE DIRECT INFORMATION CENTRE KROMERIZ 2013;Directorate-General for Communication;Information outlets (16.03.01);16 Communication;Grants
SI2.660812.1;2013;TRASYS NV*;no;BE0429117706;ARIANELAAN 7;BRUSSEL;1200;Belgium;8.600,00€;;;Administrative;12.000,00€;ASSISTANCE FOR ENTERPRISE ARCHITECTURE AND BUSINESS PROCESS MANAGEMENT PROJECTS;Publications Office of the European Union;Publications Office (26.01.09.01);26 Commission's administration;Provisional commitment followed by payment
SI2.663729.1;2013;NYSKOPUNARMIDSTOD ISLANDS*INNOVATION CENTER ICELAND ICETEC IBRI;yes;IS95069;KELDNAHOLT;REYKJAVIK;112;Iceland;0,00€;;;Operational;12.000,00€;LOCAL VISIBILITY ACTION - ENT/CIP/12/D/N01C02;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.663843.1;2013;AGENCIA PARA LA COMPETITIVIDAD DE LA EMPRESA*;yes;ESS0800476D;PASSEIG DE GRACIA 129;BARCELONA;08008;Spain;0,00€;;;Operational;12.000,00€;LOCAL VISIBILITY ACTION - ENT/CIP/12/D/N01C02;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.663877.1;2013;FUNDACION FUNDECYT - PARQUE CIENTIFICO Y TECNOLOGICO DE EXTREMADURA*FUNDECYT PCTEX;yes;ESG06630644;AVENIDA DE ELVAS CAMPUS;BADAJOZ;06071;Spain;0,00€;;;Operational;12.000,00€;UNIT4-LOCAL VISIBILITY AGREEMENT-621486-EXTREM-EEN;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.663940.1;2013;UNIVERSIDAD DE ALICANTE*;yes;ESQ0332001G;CAMPUS DE SAN VICENTE RASPEIG;ALICANTE;03690;Spain;0,00€;;;Operational;12.000,00€;UNIT4-LOCAL VISIBILITY AGREEMENT-621432-AWWA;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.663947.1;2013;AGENCIA ANDALUZA DEL CONOCIMIENTO*AAC;yes;ESQ4100812I;AV ALBERT EINSTEIN EDIFICIO WTC;SEVILLA;41092;Spain;0,00€;;;Operational;12.000,00€;LOCAL VISIBILITY ACTION - ENT/CIP/12/D/N01C02;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.663949.1;2013;UNIVERZA NA PRIMORSKEM UNIVERSITA DEL LITORALE*UNIVERSITY OF PRIMORSKA;yes;SI71633065;TITOV TRG 4;KOPER;6000;Slovenia;12.000,00€;;;Operational;12.000,00€;LOCAL VISIBILITY ACTION-ENT/CIP/12/D/N01C02;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.664119.1;2013;AGENZIA PER LA PROMOZIONE DELLA RICERCA EUROPEA ASSOCIAZIONE*APRE;yes;IT03929151003;VIA CAVOUR 71;ROMA;00184;Italy;0,00€;;;Operational;12.000,00€;LOCAL VISIBILITY ACTION;Executive Agency for Competitiveness and Innovation;Competitiveness and Innovation Framework Programme — Entrepreneurship and Innovation Programme (02.02.01);Competitiveness and Innovation Framework Programme;Grants
SI2.668528.2;2013;DEUTSCHE GESELLSCHAFT FUR INTERNATIONALE ZUSAMMENARBEIT (GIZ) GMBH*;yes;DE113891176;DAG HAMMARSKJOLD WEG 1-5;ESCHBORN;65760;Germany;0,00€;;;Operational;12.000,00€;BTSF CALL 2013 - ORGANISATION AND IMPLEMENTATION OF TRAINING ACTIVITIES ON NEW AND EMERGING PLANT HEALTH RISKS UNDER THE BETTER TRAINING FOR SAFER FOOD INITIATIVE.;Executive Agency for Health and Consumers;Plant-health measures — New measures (17.04.04.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SLG.CMM.2013.16932.1;2013;INTRASOFT INTERNATIONAL SA*UNISYS BELGIUM SA I.R.I.S. SOLUTIONS & EXPERTS SA;yes;LU16853659;RUE NICOLAS BOVE 2 B;LUXEMBOURG;1253;Luxembourg;0,00€;;;Administrative;12.000,00€;ANALYST/CONSULTANT/ARCHITECT/EXPERT/WEBMASTER/ENGINEER FOR INFORMATION TECHNOLOGIES SYSTEMS AND/OR SERVICES;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.19071.2;2013;COMLIN ASSOCIATION MOMENTANEE*;no;LU17196214;ROUTE D ARLON 81-83;STRASSEN;8009;Luxembourg;0,00€;;;Administrative;12.000,00€;ANALYST/CONSULTANT/ARCHITECT/EXPERT/WEBMASTER/ENGINEER FOR INFORMATION TECHNOLOGIES SYSTEMS AND/OR SERVICES;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.7793.1;2013;INTRASOFT INTERNATIONAL SA*UNISYS BELGIUM SA I.R.I.S. SOLUTIONS & EXPERTS SA;no;LU16853659;RUE NICOLAS BOVE 2 B;LUXEMBOURG;1253;Luxembourg;0,00€;;;Administrative;12.000,00€;Analyst/Consultant/Architect/Expert/Webmaster/Engineer for information technologies systems and/or services;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.8601.1;2013;VERIZON BELGIUM LUXEMBOURG NV*;yes;BE0452182326;CULLIGANLAAN 2E;DIEGEM;1831;Belgium;0,00€;;;Administrative;12.000,00€;ANALYST/CONSULTANT/ARCHITECT/EXPERT/WEBMASTER/ENGINEER FOR INFORMATION TECHNOLOGIES SYSTEMS AND/OR SERVICES;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SI2.667000.6;2013;PKF LITTLEJOHN LLP*;yes;GB440498250;WESTFERRY CIRCUS 1 CANARY WHARF;LONDON;E14 4HD;United Kingdom;0,00€;;;Administrative;11.988,00€;"AUDITS ""BATCH NON RESEARCH 13NR02""";Directorate-General for Communications Networks,Content and Technology;Definition and implementation of the Union’s policy in the field of electronic communication — Expenditure on administrative management (09.01.04.01);09 Information society and media;Public procurement (including provisional commitments)
D45.B1313.003234.1;2013;CLIO PRIVATNO PREDUZECE ZA IZDAVACKU DELATNOST SPOLJNU I UNUTRASNJU TRGOVINU I AGENCIJSKO POSLOVANJE DOOBEOGRAD*CLIO PRIVATE COMPANY PUBLIS;yes;RS100183437;LJUTICE BOGDANA 2/3;BEOGRAD;11000;Serbia (Republic of);0,00€;;;Operational;11.986,95€;"MESURES DE COOPERATION  : CLT2013 / Vol122 ""Translation of 4 books into Serbian""";Education, Audiovisual and Culture Executive Agency;Culture Programme (2007 to 2013) (15.04.44);Culture;Grants
CCR.ITU.C215660.X4.1;2013;MHC ANLAGENTECHNIK GMBH*;yes;DE193681272;LOMBARDINOSTRASSE 4;GERMERSHEIM;76726;Germany;0,00€;;;Operational;11.975,00€;Mechanische Fertigungs- und Montagearbeiten;Joint Research Centre;Nuclear activities of the Joint Research Centre (JRC) (10.03.01);Framework Programme for nuclear research and training activities;Public procurement (including provisional commitments)
SI2.673926.3;2013;E-SUPPORT CONSORTIUM*BULL CTG LUXEMBOURG PSF CTG LUXEMBOURG IT SOLUTIONS CTG BELGIUM NV AUBAY EUREKA-ITSTATA CONSULTANCY SERVICES LUXEMBOUR;yes;FR87642058739;AV JEAN JAURES 68;LES CLAYES SOUS BOIS;78340;France;0,00€;;;Operational;11.971,80€;IT SERVICE CONTRACT - EXTENSION FOR 1 IS COORDINATOR;Directorate-General for Health and Consumers;Union action in the field of health (17.03.06);Public Health;Public procurement (including provisional commitments)
CCR.IPTS.C153588.X0.2;2013;LUNDS UNIVERSITET*LUND UNIVERSITY;no;SE202100321101;PARADISGATAN 5C;LUND;22100;Sweden;0,00€;;;Operational;11.960,00€;European Innovative Companies;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SLG.CMM.2013.17292.1;2013;BELGACOM SA*;yes;BE0202239951;BOULEVARD DU ROI ALBERT II 27;BRUXELLES;1030;Belgium;0,00€;;;Administrative;11.949,58€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
SLG.CMM.2013.17306.1;2013;BELGACOM SA*;yes;BE0202239951;BOULEVARD DU ROI ALBERT II 27;BRUXELLES;1030;Belgium;0,00€;;;Administrative;11.949,58€;PURCHASE OF INFORMATION TECHNOLOGIES AND/OR COMMUNICATION EQUIPMENT;Directorate-General for Informatics;Expenditure related to information and communication technology equipment and services of the Commission (XX.01.03.01);XX Administrative expenditure allocated to policy areas;Public procurement (including provisional commitments)
D45.B1313.001036.1;2013;ACME FILM OU*;yes;EE101204381;MUSTAMAE TEE 44;TALLINN;10621;Estonia;0,00€;;;Operational;11.949,22€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI073036EE3189 | ACME FILM OÜ | SAMMY'S AVONTUREN 2;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.665061.4;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.946,40€;IT SERVICE CONTRACT - EXTENSION FOR 1 APPLICATION ARCHITECT;Directorate-General for Health and Consumers;Union action in the field of health (17.03.06);Public Health;Public procurement (including provisional commitments)
CCR.IET.C195699.X597.1;2013;COMPAREX NEDERLAND BV*;yes;NL801250857B01;NARITAWEG 177;AMSTERDAM;1043 BW;Netherlands;0,00€;;;Operational;11.940,33€;Pointwise/Gridgen licenses 2013-;Joint Research Centre;Non-nuclear activities of the Joint Research Centre (JRC) (10.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
SI2.663414.1;2013;ASOCIACE PRO MEZINARODNI OTAZKY SDRUZENI*ASSOCIATION FOR INTERNATIONALAFFAIRS AMO;yes;CZ65999533;ZITNA 608/27;PRAHA;110 00;Czech Republic;11.932,21€;;;Operational;11.932,21€;PRA-AMO-CALL FOR PROPOSALS COMM/PRG/008 ACTION PROMOTING AWARENESS AND DEBATE ON EU CITIZENSHIP AND CITIZENS RIGHTS;Directorate-General for Communication;Communicating Europe in Partnership (16.03.04);16 Communication;Grants
D45.B1313.004604.1;2013;SENATOR FILM AUSTRIA GMBH*;yes;ATU63236028;LEITERMAYERGASSE 43/1;WIEN;1180;Austria;0,00€;;;Operational;11.926,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1212DI072018AT3132 | SENATOR FILM  AUSTRIA GMBH | A MOST WANTED MAN;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.643697.1;2013;AZIENDA LOMBARDA PER EDILIZIA RESIDENZIALE*;no;IT00214310120;VIA COMO 13;VARESE;21100;Italy;7.924,56€;;;Administrative;11.914,56€;Social House Management;Office for Infrastructure and Logistics in Brussels;Other management expenditure for research (10.01.05.03);10 Direct research;Provisional commitment followed by payment
D45.B1313.000104.1;2013;SODA PICTURES LTD*;yes;GB802682736;BLOSSOM STREET 17;LONDON;E1 6PL;United Kingdom;0,00€;;;Operational;11.901,00€;SOUTIEN AUTOMATIQUE A LA DISTRIBUTION : 1111DI073025UK2841 | SODA PICTURES LIMITED | RUNDSKOP;Education, Audiovisual and Culture Executive Agency;MEDIA 2007 — Support programme for the European audiovisual sector (15.04.66.01);MEDIA 2007: Support for the European audiovisual sector;Grants
SI2.669148.2;2013;APPLICATION EUROPEENNE DE TECHNOLOGIES ET DE SERVICES SARL*AETS;yes;FR77409706520;AVENUE ANDRE MARIE AMPERE 17;LONS;64140;France;0,00€;;;Operational;11.884,50€;BTSF CALL FOR TENDER 2013 - 2013 96 15 EAHC/2013/BTSF/15 (AETS) - RAPID ALERT SYSTEM FOR FOOD AND FEED UNDER BTSF;Executive Agency for Health and Consumers;Feed and food safety and related activities — New measures (17.04.07.01);Market expenditure and direct aids;Public procurement (including provisional commitments)
SI2.646822.1;2013;PANOPLISB CONSORTIUM*TRASYS TECHNOLUXEMBOURG PSF ATOS BELGIUM INTEGRFUJITSU SOLU PIKSEL EVERIS ENGINEEINGE INFOR INTERNAT ORDINA ARHS DEV;no;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;;Operational;11.878,77€;CORDIS INTRAMUROS APPLICATION ARCHITECT. CC DI/6763, CS 9059.;Directorate-General for Research and Innovation;Cooperation — Health (08.02.01);Research: Framework  programme n°7;Public procurement (including provisional commitments)
